age,work,edu,marital,occupation,race,sex,hrs_per_week,income
40,Private,Associates,Divorced,White-Collar,White,Female,40,<=50K
20,Private,HS-grad,Never-married,Admin,White,Male,40,<=50K
65,Private,Bachelors,Married,Sales,White,Male,15,<=50K
36,Private,HS-grad,Divorced,Sales,White,Female,40,<=50K
37,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
33,Self-emp,HS-grad,Married,Sales,White,Male,60,<=50K
64,Local-gov,HS-grad,Widowed,Service,White,Female,40,<=50K
61,Self-emp,Bachelors,Married,Blue-Collar,White,Male,20,>50K
38,Private,Bachelors,Never-married,Sales,White,Female,45,<=50K
27,Private,Bachelors,Married,White-Collar,White,Male,50,>50K
24,Private,Bachelors,Never-married,Professional,Asian-Pac-Islander,Female,40,<=50K
39,Private,Bachelors,Never-married,Professional,White,Male,40,>50K
44,Private,Bachelors,Married,Sales,White,Male,40,>50K
47,Private,HS-grad,Divorced,Admin,White,Female,40,<=50K
73,?,Prof-school,Married,?,White,Male,40,<=50K
66,Private,Bachelors,Married,Admin,Asian-Pac-Islander,Male,40,<=50K
53,Private,HS-grad,Married,Admin,White,Male,50,>50K
43,State-gov,Bachelors,Married,White-Collar,White,Male,55,>50K
57,State-gov,Doctorate,Married,Professional,White,Male,40,>50K
44,Private,Associates,Divorced,Blue-Collar,White,Female,45,<=50K
59,Private,Bachelors,Married,White-Collar,White,Male,50,<=50K
52,Self-emp,HS-grad,Widowed,Service,Black,Female,40,<=50K
46,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
20,Private,HS-grad,Never-married,Service,White,Female,40,<=50K
37,Federal-gov,HS-grad,Married,Admin,White,Male,40,>50K
41,Self-emp,HS-grad,Married,White-Collar,White,Male,50,<=50K
39,Federal-gov,HS-grad,Married,Admin,Black,Male,40,<=50K
30,Private,HS-grad,Married,Sales,White,Male,55,<=50K
59,Private,HS-grad,Divorced,Blue-Collar,White,Male,56,<=50K
22,Private,Bachelors,Never-married,Admin,White,Female,40,<=50K
40,Private,HS-grad,Divorced,Admin,White,Female,30,<=50K
39,Self-emp,Bachelors,Married,Professional,White,Male,50,<=50K
24,Private,Dropout,Divorced,Blue-Collar,White,Female,58,<=50K
63,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
51,Private,Associates,Divorced,Professional,White,Female,40,<=50K
34,Self-emp,Bachelors,Never-married,White-Collar,White,Male,50,<=50K
38,Private,Associates,Married,White-Collar,White,Male,50,>50K
17,Private,Dropout,Never-married,Sales,White,Female,15,<=50K
20,Private,HS-grad,Never-married,Admin,White,Female,25,<=50K
42,Self-emp,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
41,Private,Bachelors,Married,Sales,White,Female,12,>50K
56,Local-gov,HS-grad,Married,White-Collar,White,Male,40,<=50K
17,Private,Dropout,Never-married,Sales,White,Male,5,<=50K
31,Private,Bachelors,Married,Professional,White,Female,43,>50K
23,Private,HS-grad,Married,Sales,White,Female,40,<=50K
33,?,HS-grad,Never-married,?,White,Male,40,<=50K
36,Local-gov,Bachelors,Separated,Professional,White,Male,40,<=50K
37,Private,Dropout,Married,Service,Asian-Pac-Islander,Male,40,<=50K
52,Private,HS-grad,Separated,Blue-Collar,Black,Female,40,<=50K
28,Private,HS-grad,Married,White-Collar,White,Male,50,<=50K
59,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
30,Private,Dropout,Never-married,Blue-Collar,Asian-Pac-Islander,Male,40,<=50K
32,Private,Associates,Never-married,Blue-Collar,White,Male,40,<=50K
30,Private,Dropout,Never-married,Blue-Collar,White,Male,50,<=50K
53,Private,HS-grad,Married,Blue-Collar,Black,Male,40,<=50K
54,Self-emp,Dropout,Married,Blue-Collar,White,Male,36,<=50K
26,Private,Bachelors,Never-married,White-Collar,Black,Male,50,<=50K
34,Private,Bachelors,Married-spouse-absent,Blue-Collar,Asian-Pac-Islander,Male,40,<=50K
31,Private,Associates,Divorced,Sales,Amer-Indian-Eskimo,Female,40,<=50K
34,Private,HS-grad,Never-married,Admin,White,Male,40,<=50K
58,Private,HS-grad,Divorced,Other-Occupations,White,Male,39,>50K
30,State-gov,HS-grad,Married,Other-Occupations,White,Male,40,<=50K
53,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
27,Private,HS-grad,Divorced,Admin,White,Female,20,<=50K
23,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
24,Private,Associates,Married,Blue-Collar,White,Male,45,<=50K
36,Private,Bachelors,Married,Sales,White,Male,35,>50K
33,Federal-gov,HS-grad,Divorced,Admin,Black,Female,35,<=50K
22,State-gov,HS-grad,Never-married,Other-Occupations,White,Female,10,<=50K
47,Private,HS-grad,Married,Blue-Collar,White,Male,44,<=50K
34,Private,Associates,Married,Sales,Black,Male,50,>50K
44,Federal-gov,Prof-school,Divorced,Professional,White,Male,40,>50K
41,Private,Associates,Never-married,Professional,White,Female,45,<=50K
45,?,HS-grad,Separated,?,Asian-Pac-Islander,Male,4,<=50K
24,Private,HS-grad,Married,Blue-Collar,White,Male,44,<=50K
65,?,Bachelors,Married,?,White,Male,40,<=50K
45,Private,Bachelors,Divorced,Professional,White,Female,50,<=50K
23,Private,Bachelors,Never-married,Sales,White,Male,55,<=50K
54,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
40,Private,Dropout,Never-married,Blue-Collar,White,Female,37,<=50K
45,Private,Dropout,Divorced,Service,White,Female,35,<=50K
50,Private,HS-grad,Married,Sales,White,Male,40,<=50K
40,Private,Associates,Never-married,Service,White,Male,25,<=50K
24,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
42,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
50,Private,HS-grad,Married,Sales,White,Male,60,>50K
58,Self-emp,HS-grad,Divorced,Blue-Collar,White,Male,40,<=50K
47,Private,HS-grad,Married,Blue-Collar,White,Male,46,<=50K
37,Private,Doctorate,Married,Professional,White,Male,99,>50K
37,Self-emp,HS-grad,Never-married,Blue-Collar,White,Male,35,<=50K
22,Private,Associates,Never-married,Blue-Collar,White,Male,45,<=50K
29,Self-emp,HS-grad,Married,Blue-Collar,White,Male,48,<=50K
45,Private,Bachelors,Married,White-Collar,Asian-Pac-Islander,Male,40,>50K
49,Self-emp,HS-grad,Married,White-Collar,White,Male,60,<=50K
44,Local-gov,Associates,Married,Blue-Collar,White,Male,40,>50K
72,Private,HS-grad,Divorced,Service,White,Female,16,<=50K
63,Self-emp,HS-grad,Married,Service,White,Male,12,<=50K
26,Private,HS-grad,Married,Professional,White,Male,50,<=50K
58,Self-emp,Associates,Married,Blue-Collar,White,Male,42,<=50K
40,Private,HS-grad,Married,Blue-Collar,White,Male,50,<=50K
56,Private,HS-grad,Married,Sales,White,Male,40,<=50K
55,Self-emp,HS-grad,Married,Blue-Collar,White,Male,72,<=50K
28,Private,Bachelors,Never-married,Sales,White,Female,45,<=50K
57,Private,HS-grad,Married,White-Collar,White,Female,40,<=50K
37,Private,Masters,Divorced,White-Collar,White,Male,45,>50K
44,Private,HS-grad,Divorced,Admin,White,Female,40,<=50K
31,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
42,Private,HS-grad,Married,Admin,White,Male,40,<=50K
18,Private,HS-grad,Never-married,Service,White,Female,25,<=50K
57,Self-emp,Dropout,Married,Blue-Collar,White,Male,40,<=50K
53,Local-gov,HS-grad,Married,Service,White,Male,35,<=50K
38,Private,HS-grad,Married,White-Collar,White,Male,44,>50K
33,Private,HS-grad,Divorced,Sales,White,Female,50,<=50K
42,Private,Masters,Divorced,Professional,White,Female,40,<=50K
70,?,HS-grad,Married,?,White,Male,60,<=50K
50,Private,HS-grad,Married,Blue-Collar,White,Male,50,<=50K
50,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
28,Private,Associates,Married,Blue-Collar,White,Male,40,<=50K
72,Federal-gov,Dropout,Divorced,Admin,White,Female,8,<=50K
33,Private,HS-grad,Married,Sales,White,Male,40,<=50K
47,Private,HS-grad,Married,Service,Asian-Pac-Islander,Male,25,<=50K
48,Private,HS-grad,Married,Professional,White,Male,40,>50K
64,Self-emp,Bachelors,Married,Professional,White,Male,24,>50K
19,Private,Dropout,Never-married,Service,White,Female,35,<=50K
48,Private,Associates,Divorced,Admin,White,Female,40,<=50K
37,Private,HS-grad,Married,Blue-Collar,White,Male,48,>50K
55,Private,HS-grad,Married,Blue-Collar,White,Male,35,>50K
24,Private,Masters,Never-married,Service,White,Female,45,<=50K
42,Federal-gov,HS-grad,Divorced,Admin,White,Female,40,<=50K
43,Private,HS-grad,Married,Admin,White,Female,50,>50K
34,Private,Associates,Never-married,Blue-Collar,Black,Female,40,<=50K
55,Self-emp,Masters,Married,White-Collar,White,Male,60,<=50K
22,Private,HS-grad,Married,Service,White,Male,40,<=50K
39,Private,HS-grad,Divorced,Admin,White,Female,60,<=50K
50,Self-emp,Bachelors,Married,White-Collar,White,Male,35,<=50K
47,Local-gov,HS-grad,Married,Blue-Collar,White,Male,40,>50K
25,Private,Bachelors,Never-married,Sales,White,Female,20,<=50K
52,Private,Dropout,Divorced,Service,White,Female,20,<=50K
30,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
37,Self-emp,HS-grad,Divorced,Blue-Collar,White,Male,50,<=50K
73,Self-emp,HS-grad,Married,Sales,White,Male,20,<=50K
50,Private,Dropout,Divorced,Blue-Collar,White,Male,60,<=50K
34,Private,HS-grad,Married,White-Collar,White,Male,45,<=50K
24,Private,Associates,Never-married,Sales,Black,Male,40,<=50K
66,Private,HS-grad,Married,Sales,White,Male,24,>50K
22,Private,HS-grad,Never-married,Sales,White,Male,55,<=50K
69,Local-gov,Dropout,Married,Blue-Collar,White,Male,25,<=50K
23,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
55,Private,Bachelors,Widowed,Blue-Collar,White,Female,40,<=50K
35,Private,HS-grad,Widowed,Admin,White,Female,30,<=50K
20,Private,HS-grad,Never-married,Admin,White,Female,35,<=50K
70,Self-emp,HS-grad,Married,White-Collar,White,Male,20,>50K
54,Private,Associates,Married,Other-Occupations,White,Male,40,>50K
34,Private,HS-grad,Never-married,Service,Asian-Pac-Islander,Male,40,<=50K
38,State-gov,Doctorate,Married,Professional,White,Male,45,>50K
33,Private,Dropout,Divorced,Blue-Collar,White,Male,40,<=50K
43,Private,HS-grad,Separated,Service,White,Female,26,<=50K
60,Self-emp,HS-grad,Married,White-Collar,White,Male,40,<=50K
81,Self-emp,Bachelors,Widowed,Professional,White,Female,3,<=50K
32,Self-emp,HS-grad,Married,White-Collar,White,Male,55,<=50K
34,Private,HS-grad,Married,Blue-Collar,White,Male,45,<=50K
46,Self-emp,Masters,Never-married,White-Collar,White,Male,25,<=50K
30,State-gov,HS-grad,Never-married,Service,Amer-Indian-Eskimo,Male,84,<=50K
23,?,HS-grad,Never-married,?,Asian-Pac-Islander,Female,20,<=50K
29,Private,HS-grad,Married,Service,White,Male,40,<=50K
51,Private,HS-grad,Married,Blue-Collar,White,Male,60,<=50K
31,Private,Dropout,Never-married,Blue-Collar,White,Male,25,<=50K
36,Federal-gov,HS-grad,Never-married,Admin,Black,Female,36,<=50K
23,Private,HS-grad,Never-married,Blue-Collar,Black,Male,22,<=50K
35,Private,HS-grad,Married,Blue-Collar,White,Male,30,<=50K
28,Local-gov,Masters,Never-married,Professional,White,Female,40,<=50K
33,State-gov,Bachelors,Married,White-Collar,White,Male,40,>50K
40,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
27,Private,HS-grad,Married,Blue-Collar,White,Male,45,<=50K
38,Self-emp,HS-grad,Married,White-Collar,White,Male,40,>50K
47,Private,Associates,Divorced,Professional,White,Female,40,<=50K
25,Private,HS-grad,Married,Admin,Black,Female,56,>50K
45,Private,Bachelors,Married,White-Collar,White,Male,50,>50K
38,Private,HS-grad,Never-married,Admin,Black,Female,40,<=50K
66,?,HS-grad,Married,?,White,Male,40,>50K
65,Local-gov,HS-grad,Never-married,Professional,Black,Female,40,<=50K
30,Private,Associates,Never-married,Blue-Collar,White,Male,40,>50K
54,Private,Dropout,Married,Service,White,Female,43,<=50K
49,Private,Dropout,Divorced,Blue-Collar,White,Female,40,<=50K
41,Self-emp,Associates,Married,Professional,White,Female,15,>50K
48,Federal-gov,HS-grad,Married,Admin,White,Male,40,>50K
23,Private,Dropout,Never-married,Service,White,Female,12,<=50K
77,Private,HS-grad,Married,Service,White,Male,25,<=50K
19,Private,HS-grad,Never-married,Service,White,Female,20,<=50K
30,Private,HS-grad,Married-spouse-absent,Admin,White,Female,30,<=50K
41,Self-emp,Bachelors,Married,White-Collar,White,Male,55,>50K
35,Private,HS-grad,Married,White-Collar,White,Male,55,>50K
20,Private,HS-grad,Never-married,Admin,White,Female,40,<=50K
66,Self-emp,Bachelors,Married,White-Collar,White,Male,40,>50K
49,Private,HS-grad,Never-married,Blue-Collar,White,Female,40,<=50K
52,Private,Bachelors,Married,Sales,White,Male,45,>50K
24,Private,Masters,Married,Professional,White,Female,35,>50K
50,Private,HS-grad,Married,Blue-Collar,White,Male,15,<=50K
22,Private,Dropout,Never-married,Blue-Collar,White,Male,65,<=50K
19,Private,HS-grad,Never-married,Service,White,Male,20,<=50K
39,Private,Dropout,Never-married,Professional,White,Female,30,<=50K
45,Private,Bachelors,Married,Service,Asian-Pac-Islander,Male,38,<=50K
61,Local-gov,Bachelors,Divorced,Service,White,Male,30,<=50K
45,Private,Associates,Divorced,Blue-Collar,White,Male,55,<=50K
36,Local-gov,Bachelors,Married,Professional,White,Male,40,<=50K
40,Private,Masters,Married,White-Collar,White,Male,45,>50K
38,Private,HS-grad,Married,White-Collar,White,Male,50,<=50K
52,Local-gov,HS-grad,Married,Blue-Collar,Black,Male,40,<=50K
29,Federal-gov,Associates,Married,Other-Occupations,White,Male,42,>50K
33,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
40,Self-emp,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
34,Private,HS-grad,Never-married,Blue-Collar,White,Male,55,<=50K
46,Local-gov,Bachelors,Divorced,Other-Occupations,Black,Male,50,>50K
44,Private,Masters,Married,Blue-Collar,White,Male,45,>50K
19,Private,HS-grad,Never-married,Service,White,Female,13,<=50K
44,Private,HS-grad,Married,Admin,White,Female,40,>50K
40,Private,HS-grad,Never-married,Blue-Collar,Amer-Indian-Eskimo,Male,40,<=50K
20,Private,HS-grad,Never-married,Professional,White,Female,2,<=50K
24,Private,Associates,Never-married,Blue-Collar,White,Male,30,<=50K
76,Private,HS-grad,Widowed,Service,White,Male,17,<=50K
20,Private,HS-grad,Married,Other-Occupations,White,Male,40,<=50K
33,Private,Prof-school,Never-married,Professional,White,Male,40,>50K
31,Private,HS-grad,Married,Other-Occupations,White,Male,40,<=50K
33,Private,HS-grad,Divorced,Service,White,Female,40,<=50K
19,Private,HS-grad,Never-married,Blue-Collar,White,Male,35,<=50K
29,Private,Bachelors,Never-married,White-Collar,White,Male,50,<=50K
30,Private,HS-grad,Married,Sales,White,Male,45,<=50K
48,Private,Masters,Divorced,White-Collar,White,Male,50,>50K
42,Private,Bachelors,Married,White-Collar,White,Male,40,<=50K
37,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
54,Self-emp,HS-grad,Married,White-Collar,White,Male,60,>50K
42,Private,Associates,Married,Admin,White,Male,42,>50K
28,Self-emp,HS-grad,Never-married,Service,White,Female,28,<=50K
42,Local-gov,HS-grad,Married,Other-Occupations,White,Male,52,>50K
60,State-gov,Masters,Married,White-Collar,White,Female,40,>50K
76,?,HS-grad,Widowed,?,White,Female,25,<=50K
21,Private,Associates,Never-married,Service,White,Female,40,<=50K
29,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
43,Private,Bachelors,Married,Professional,White,Male,40,>50K
44,Private,HS-grad,Divorced,Sales,White,Male,38,<=50K
45,Private,Bachelors,Divorced,Admin,White,Female,35,>50K
38,Private,HS-grad,Never-married,Sales,Black,Female,40,<=50K
28,Private,HS-grad,Married,Admin,White,Male,50,>50K
29,Private,HS-grad,Never-married,Sales,White,Female,40,<=50K
20,Private,HS-grad,Never-married,Service,White,Male,40,<=50K
49,Self-emp,Masters,Married,Sales,White,Male,40,>50K
36,Local-gov,HS-grad,Married,Other-Occupations,White,Male,56,>50K
40,Self-emp,Bachelors,Married,White-Collar,White,Male,50,>50K
17,Private,Dropout,Never-married,Admin,White,Female,30,<=50K
45,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
42,Private,HS-grad,Never-married,Blue-Collar,White,Male,28,<=50K
29,Private,Bachelors,Never-married,White-Collar,Black,Female,40,<=50K
57,Self-emp,Bachelors,Married,White-Collar,White,Male,13,>50K
23,Private,Bachelors,Never-married,Admin,White,Male,40,<=50K
20,Private,HS-grad,Never-married,Admin,Black,Female,40,<=50K
23,Private,HS-grad,Never-married,Blue-Collar,White,Male,24,<=50K
39,Private,HS-grad,Never-married,Service,White,Male,40,<=50K
34,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
43,Self-emp,Bachelors,Never-married,Sales,White,Male,45,<=50K
25,State-gov,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
40,Private,HS-grad,Married,Sales,White,Male,60,<=50K
52,Self-emp,HS-grad,Divorced,Blue-Collar,White,Male,25,<=50K
48,Private,HS-grad,Widowed,Blue-Collar,White,Female,36,<=50K
37,Private,Associates,Never-married,Sales,Black,Female,6,<=50K
36,Private,HS-grad,Married,Sales,White,Male,50,<=50K
33,Private,Associates,Married,Blue-Collar,White,Male,40,<=50K
36,Local-gov,HS-grad,Married,Admin,White,Female,40,>50K
24,Private,Bachelors,Never-married,Admin,White,Male,10,<=50K
42,Local-gov,HS-grad,Divorced,Blue-Collar,White,Male,40,<=50K
35,Self-emp,Associates,Never-married,Sales,White,Male,40,<=50K
40,Federal-gov,HS-grad,Divorced,Admin,White,Female,22,<=50K
50,Self-emp,Prof-school,Married,Professional,Asian-Pac-Islander,Male,40,<=50K
40,Private,Masters,Married,White-Collar,White,Male,50,>50K
22,Private,HS-grad,Never-married,Sales,Black,Male,40,<=50K
57,Self-emp,HS-grad,Married,White-Collar,White,Male,40,<=50K
51,Local-gov,HS-grad,Married,Blue-Collar,White,Male,40,>50K
61,Federal-gov,HS-grad,Never-married,Admin,White,Female,35,<=50K
71,Private,HS-grad,Widowed,Sales,White,Female,20,<=50K
47,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
38,Private,Bachelors,Never-married,Service,White,Female,45,<=50K
25,Private,Bachelors,Never-married,Sales,White,Male,65,<=50K
33,Private,Dropout,Married,Blue-Collar,White,Male,50,<=50K
40,State-gov,Dropout,Divorced,Blue-Collar,White,Female,52,<=50K
39,?,Dropout,Never-married,?,Black,Female,40,<=50K
29,Private,HS-grad,Married,Admin,White,Female,40,<=50K
33,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
46,Private,HS-grad,Never-married,Admin,Black,Female,36,<=50K
24,Private,HS-grad,Married,Sales,White,Female,40,>50K
28,Private,Masters,Never-married,White-Collar,Other,Male,30,<=50K
20,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
34,Private,HS-grad,Divorced,Blue-Collar,White,Female,40,<=50K
34,State-gov,Bachelors,Married,Admin,White,Male,55,<=50K
25,Private,HS-grad,Never-married,Admin,Black,Female,40,<=50K
36,Private,Bachelors,Married,Other-Occupations,White,Male,40,<=50K
61,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
38,Private,HS-grad,Separated,Service,White,Female,58,<=50K
57,Private,HS-grad,Widowed,Service,White,Female,25,<=50K
20,?,HS-grad,Never-married,?,White,Female,40,<=50K
56,Private,HS-grad,Married,Service,White,Female,10,<=50K
24,Private,Bachelors,Never-married,White-Collar,White,Female,40,<=50K
60,Private,HS-grad,Divorced,Sales,White,Female,48,<=50K
37,Private,HS-grad,Married,White-Collar,White,Male,50,<=50K
27,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
54,Private,HS-grad,Separated,Service,White,Male,28,<=50K
40,Private,HS-grad,Married,Service,Asian-Pac-Islander,Male,30,<=50K
18,Private,Dropout,Never-married,Service,White,Male,15,<=50K
51,Federal-gov,HS-grad,Married,Admin,White,Male,40,>50K
40,Self-emp,HS-grad,Married,Other-Occupations,White,Male,50,>50K
64,Federal-gov,HS-grad,Married,Professional,White,Male,8,<=50K
24,Private,HS-grad,Never-married,Service,White,Female,40,<=50K
33,Private,HS-grad,Married,Other-Occupations,Black,Female,38,<=50K
31,Private,HS-grad,Divorced,White-Collar,White,Female,40,<=50K
26,Local-gov,HS-grad,Married,Other-Occupations,White,Male,40,>50K
54,Private,Bachelors,Never-married,Admin,White,Female,40,>50K
31,Private,Dropout,Never-married,Blue-Collar,White,Male,37,<=50K
39,Private,Dropout,Married-spouse-absent,Blue-Collar,Black,Male,45,<=50K
22,Private,HS-grad,Never-married,Other-Occupations,White,Male,40,<=50K
31,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
68,Private,Dropout,Separated,Service,White,Male,12,<=50K
59,Federal-gov,Dropout,Divorced,Service,White,Female,37,<=50K
35,Self-emp,HS-grad,Married,Blue-Collar,White,Male,45,<=50K
25,Private,Bachelors,Never-married,Admin,White,Male,40,<=50K
23,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
35,Private,HS-grad,Divorced,White-Collar,White,Male,60,<=50K
17,State-gov,Dropout,Never-married,Service,White,Male,30,<=50K
19,Private,HS-grad,Never-married,Blue-Collar,White,Male,45,<=50K
53,Private,Masters,Married,White-Collar,White,Male,55,>50K
59,Private,Dropout,Divorced,Blue-Collar,White,Female,40,<=50K
37,Private,HS-grad,Never-married,Admin,White,Female,37,<=50K
74,Self-emp,HS-grad,Widowed,Service,White,Male,20,<=50K
28,Private,HS-grad,Never-married,Blue-Collar,White,Male,50,<=50K
40,Private,Bachelors,Never-married,Admin,White,Male,40,<=50K
30,Private,HS-grad,Married-spouse-absent,Blue-Collar,White,Male,40,<=50K
20,Private,HS-grad,Never-married,Service,Black,Male,40,<=50K
80,Private,Prof-school,Married,Professional,White,Male,35,>50K
51,Private,HS-grad,Married,Blue-Collar,Black,Male,40,<=50K
17,Private,Dropout,Never-married,Sales,White,Male,15,<=50K
37,Federal-gov,Bachelors,Married,Professional,White,Male,40,<=50K
19,?,HS-grad,Never-married,?,Black,Female,24,<=50K
58,Private,HS-grad,Never-married,Service,White,Male,40,<=50K
57,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
37,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,<=50K
23,Federal-gov,HS-grad,Never-married,Blue-Collar,Amer-Indian-Eskimo,Male,40,<=50K
36,Private,Bachelors,Never-married,Admin,White,Female,32,<=50K
33,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
30,Private,HS-grad,Married,Sales,White,Female,40,<=50K
30,Private,HS-grad,Never-married,Admin,White,Female,24,<=50K
41,Private,Prof-school,Married,Professional,White,Male,65,>50K
57,?,HS-grad,Married,?,Asian-Pac-Islander,Male,60,>50K
23,Private,HS-grad,Never-married,Sales,White,Male,40,<=50K
40,Private,Prof-school,Never-married,Professional,White,Female,50,>50K
53,Private,HS-grad,Widowed,Admin,Black,Female,40,<=50K
31,State-gov,HS-grad,Never-married,Other-Occupations,White,Male,13,<=50K
41,?,Dropout,Married,?,White,Male,40,<=50K
36,Private,HS-grad,Never-married,Admin,White,Male,40,<=50K
30,Private,Dropout,Divorced,Service,White,Female,40,<=50K
44,Private,HS-grad,Married,Other-Occupations,White,Male,40,<=50K
36,Private,HS-grad,Never-married,Service,White,Male,40,<=50K
42,Private,Associates,Married,Professional,White,Male,40,>50K
48,Self-emp,HS-grad,Married,Blue-Collar,White,Male,30,<=50K
22,Private,Bachelors,Never-married,Professional,White,Male,40,<=50K
38,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
31,Private,HS-grad,Never-married,Blue-Collar,White,Male,50,<=50K
32,Private,HS-grad,Divorced,Service,White,Male,40,<=50K
35,Private,HS-grad,Married,Blue-Collar,Black,Male,40,<=50K
21,Private,HS-grad,Never-married,Sales,White,Male,43,<=50K
26,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
19,Local-gov,HS-grad,Never-married,Admin,Black,Female,40,<=50K
43,Private,HS-grad,Married,Blue-Collar,Black,Female,42,>50K
33,Private,HS-grad,Married,Blue-Collar,White,Male,60,<=50K
30,Private,Bachelors,Never-married,Blue-Collar,White,Male,10,<=50K
52,Private,Dropout,Married,Blue-Collar,White,Male,45,<=50K
38,Local-gov,Bachelors,Married,White-Collar,White,Male,40,>50K
28,Private,Bachelors,Married,White-Collar,White,Male,46,>50K
57,Self-emp,Associates,Married,Service,White,Male,40,<=50K
51,Private,Bachelors,Married,Professional,White,Male,50,>50K
50,Private,Dropout,Married,Blue-Collar,White,Male,48,<=50K
32,Private,Bachelors,Married,White-Collar,Asian-Pac-Islander,Male,50,>50K
32,Private,Bachelors,Married,Professional,White,Male,48,>50K
37,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
69,Self-emp,HS-grad,Married,Sales,White,Male,33,<=50K
33,?,HS-grad,Divorced,?,Amer-Indian-Eskimo,Male,30,<=50K
37,Private,HS-grad,Married,Sales,White,Male,50,>50K
36,Private,HS-grad,Never-married,Admin,White,Male,40,<=50K
47,Self-emp,HS-grad,Married,Blue-Collar,White,Male,45,>50K
63,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
21,Private,HS-grad,Never-married,Admin,White,Male,65,<=50K
17,Private,HS-grad,Never-married,Service,White,Male,35,<=50K
56,Private,HS-grad,Separated,Blue-Collar,White,Male,40,<=50K
90,Local-gov,Associates,Married,Admin,Asian-Pac-Islander,Male,20,<=50K
27,Private,HS-grad,Divorced,Admin,White,Female,38,<=50K
38,Private,HS-grad,Divorced,Admin,White,Female,20,<=50K
33,Private,Associates,Married,Professional,White,Male,50,<=50K
26,Private,HS-grad,Never-married,White-Collar,White,Female,40,<=50K
20,Private,HS-grad,Never-married,Service,White,Female,35,<=50K
42,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
55,Private,HS-grad,Divorced,White-Collar,White,Female,40,<=50K
32,State-gov,HS-grad,Married,Professional,Black,Female,40,<=50K
66,Private,Bachelors,Married,Sales,White,Male,40,>50K
66,Local-gov,Doctorate,Divorced,Professional,White,Female,40,<=50K
49,Private,HS-grad,Divorced,Service,White,Female,40,<=50K
34,Private,HS-grad,Divorced,Other-Occupations,Black,Male,45,<=50K
38,Private,Bachelors,Married,White-Collar,White,Male,50,>50K
40,Self-emp,HS-grad,Married,White-Collar,White,Male,40,<=50K
22,Federal-gov,Associates,Never-married,Service,White,Male,20,<=50K
46,Self-emp,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
29,Private,HS-grad,Married,Blue-Collar,White,Male,50,<=50K
19,Private,Dropout,Never-married,Blue-Collar,Amer-Indian-Eskimo,Male,20,<=50K
71,?,HS-grad,Widowed,?,White,Female,40,<=50K
37,Local-gov,Bachelors,Divorced,Professional,White,Female,35,<=50K
52,Local-gov,Masters,Never-married,Professional,White,Male,32,>50K
27,Private,Masters,Never-married,Admin,White,Female,46,<=50K
52,Private,HS-grad,Married,Blue-Collar,White,Female,40,<=50K
31,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
37,Self-emp,HS-grad,Married,Blue-Collar,White,Male,50,>50K
28,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
25,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
31,Private,HS-grad,Married,Admin,White,Male,50,<=50K
29,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
